resultId;raceId;driverId;constructorId;number;grid;position;positionText;positionOrder;points;laps;time;milliseconds;fastestLap;rank;fastestLapTime;fastestLapSpeed;statusId
15834;641;328;25;11;1;1;1;1;9;64;1:55:13.1;6913100;\N;\N;\N;\N;1
15835;641;238;200;17;6;2;2;2;6;64;+38.3;6951400;\N;\N;\N;\N;1
15836;641;288;1;10;8;3;3;3;4;64;+1:35.8;7008900;\N;\N;\N;\N;1
15837;641;304;1;9;10;4;4;4;3;63;\N;\N;\N;\N;\N;\N;11
15838;641;317;180;3;7;5;5;5;2;63;\N;\N;\N;\N;\N;\N;11
15839;641;327;25;12;3;6;6;6;1;62;\N;\N;\N;\N;\N;\N;12
15840;641;224;180;2;4;7;7;7;0;62;\N;\N;\N;\N;\N;\N;12
15841;641;235;6;4;12;8;8;8;0;62;\N;\N;\N;\N;\N;\N;12
15842;641;346;66;14;2;9;9;9;0;61;\N;\N;\N;\N;\N;\N;13
15843;641;278;82;20;5;10;10;10;0;61;\N;\N;\N;\N;\N;\N;13
15844;641;341;63;22;14;11;11;11;0;60;\N;\N;\N;\N;\N;\N;14
15845;641;337;66;31;19;12;12;12;0;60;\N;\N;\N;\N;\N;\N;14
15846;641;207;6;6;13;13;13;13;0;60;\N;\N;\N;\N;\N;\N;14
15847;641;320;66;15;16;14;14;14;0;59;\N;\N;\N;\N;\N;\N;15
15848;641;352;66;28;21;15;15;15;0;59;\N;\N;\N;\N;\N;\N;15
15849;641;330;200;18;20;16;16;16;0;57;\N;\N;\N;\N;\N;\N;17
15810;640;320;66;18;11;1;1;1;9;55;1:18:12.60;4692600;\N;\N;\N;\N;1
15811;640;238;200;25;6;2;2;2;6;55;+0.01;4692610;\N;\N;\N;\N;1
15812;640;327;25;2;5;3;3;3;4;55;+0.09;4692690;\N;\N;\N;\N;1
15813;640;305;63;9;17;4;4;4;3;55;+0.18;4692780;\N;\N;\N;\N;1
15814;640;307;66;19;4;5;5;5;2;55;+0.61;4693210;\N;\N;\N;\N;1
15815;640;278;82;12;1;6;6;6;1;55;+32.36;4724960;\N;\N;\N;\N;1
15816;640;262;1;14;13;7;7;7;0;55;+1:24.83;4777430;\N;\N;\N;\N;1
15817;640;224;201;5;18;8;8;8;0;54;\N;\N;\N;\N;\N;\N;11
15818;640;346;66;20;3;9;9;9;0;53;\N;\N;\N;\N;\N;\N;12
15819;640;347;1;28;21;10;10;10;0;51;\N;\N;\N;\N;\N;\N;14
15788;639;346;66;14;1;1;1;1;9;54;1:30:23.91;5423910;\N;\N;\N;\N;1
15789;639;224;180;2;5;2;2;2;6;54;+4.12;5428030;\N;\N;\N;\N;1
15790;639;314;34;8;7;3;3;3;4;54;+19.77;5443680;\N;\N;\N;\N;1
15791;639;317;180;3;10;4;4;4;3;54;+31.87;5455780;\N;\N;\N;\N;1
15792;639;289;34;7;8;5;5;5;2;54;+48.43;5472340;\N;\N;\N;\N;1
15793;639;280;200;25;13;6;6;6;1;54;+1:24.51;5508420;\N;\N;\N;\N;1
15794;639;243;63;24;12;7;7;7;0;54;+1:37.42;5521330;\N;\N;\N;\N;1
15795;639;238;200;17;11;8;8;8;0;53;\N;\N;\N;\N;\N;\N;11
15796;639;262;1;10;22;9;9;9;0;53;\N;\N;\N;\N;\N;\N;11
15797;639;320;66;23;16;10;10;10;0;52;\N;\N;\N;\N;\N;\N;12
15798;639;337;66;16;17;11;11;11;0;52;\N;\N;\N;\N;\N;\N;12
15799;639;330;199;19;15;12;12;12;0;51;\N;\N;\N;\N;\N;\N;13
15765;638;328;25;2;1;1;1;1;9;12;1:29:16.3;5356300;\N;\N;\N;\N;1
15766;638;327;25;3;5;2;2;2;6;12;+30.1;5386400;\N;\N;\N;\N;1
15767;638;223;6;6;4;3;3;3;4;12;+37.1;5393400;\N;\N;\N;\N;1
15768;638;207;6;5;11;4;4;4;3;12;+2:05.0;5481300;\N;\N;\N;\N;1
15769;638;238;200;15;3;5;5;5;2;12;+2:29.1;5505400;\N;\N;\N;\N;1
15770;638;314;34;25;9;6;6;6;1;12;+2:58.6;5534900;\N;\N;\N;\N;1
15771;638;341;63;7;15;7;7;7;0;12;+3:19.0;5555300;\N;\N;\N;\N;1
15772;638;317;180;9;17;8;8;8;0;12;+6:31.7;5748000;\N;\N;\N;\N;1
15773;638;289;34;24;13;9;9;9;0;12;+6:37.0;5753300;\N;\N;\N;\N;1
15774;638;243;63;12;12;10;10;10;0;11;\N;\N;\N;\N;\N;\N;11
15775;638;350;66;22;18;11;11;11;0;11;\N;\N;\N;\N;\N;\N;11
15776;638;330;199;17;21;12;12;12;0;10;\N;\N;\N;\N;\N;\N;12
15741;637;328;25;12;2;1;1;1;9;68;1:31:31.5;5491500;\N;\N;\N;\N;1
15742;637;238;200;18;5;2;2;2;6;68;+36.1;5527600;\N;\N;\N;\N;1
15743;637;224;180;1;4;3;3;3;4;68;+50.5;5542000;\N;\N;\N;\N;1
15744;637;280;200;26;17;4;4;4;3;67;\N;\N;\N;\N;\N;\N;11
15745;637;243;63;24;12;5;5;5;2;67;\N;\N;\N;\N;\N;\N;11
15746;637;341;63;23;11;6;6;6;1;67;\N;\N;\N;\N;\N;\N;11
15747;637;306;82;22;15;7;7;7;0;66;\N;\N;\N;\N;\N;\N;12
15748;637;307;66;17;11;8;8;8;0;66;\N;\N;\N;\N;\N;\N;12
15749;637;346;66;16;3;9;9;9;0;66;\N;\N;\N;\N;\N;\N;12
15750;637;327;25;14;10;10;10;10;0;65;\N;\N;\N;\N;\N;\N;13
15751;637;330;200;20;21;11;11;11;0;65;\N;\N;\N;\N;\N;\N;13
15752;637;314;34;8;7;12;12;12;0;63;\N;\N;\N;\N;\N;\N;6
15718;636;328;25;11;1;1;1;1;9;55;1:46:42.3;6402300;\N;\N;\N;\N;1
15719;636;327;25;12;7;2;2;2;6;55;+28.12;6430420;\N;\N;\N;\N;1
15720;636;224;180;1;17;3;3;3;4;55;+34.07;6436370;\N;\N;\N;\N;1
15721;636;346;66;14;6;4;4;4;3;55;+37.17;6439470;\N;\N;\N;\N;1
15722;636;278;82;20;9;5;5;5;2;55;+41.08;6443380;\N;\N;\N;\N;1
15723;636;317;180;2;15;6;6;6;1;55;+1:16.02;6478320;\N;\N;\N;\N;1
15724;636;306;82;21;8;7;7;7;0;55;+1:16.93;6479230;\N;\N;\N;\N;1
15725;636;341;63;22;13;8;8;8;0;55;+1:24.91;6487210;\N;\N;\N;\N;1
15726;636;320;1;10;19;9;9;9;0;54;\N;\N;\N;\N;\N;\N;11
15727;636;307;66;16;16;10;10;10;0;54;\N;\N;\N;\N;\N;\N;11
15728;636;243;63;24;10;11;11;11;0;53;\N;\N;\N;\N;\N;\N;12
15729;636;314;34;8;14;12;12;12;0;50;\N;\N;\N;\N;\N;\N;51
15730;636;348;200;34;23;13;13;13;0;50;\N;\N;\N;\N;\N;\N;15
15695;635;235;6;2;1;1;1;1;9;70;1:56:20.0;6980000;\N;\N;\N;\N;1
15696;635;345;66;8;2;2;2;2;6;70;+7.99;6987990;\N;\N;\N;\N;1
15697;635;223;6;3;4;3;3;3;4;69;\N;\N;\N;\N;\N;\N;11
15698;635;238;200;16;13;4;4;4;3;68;\N;\N;\N;\N;\N;\N;12
15699;635;341;63;23;7;5;5;5;2;68;\N;\N;\N;\N;\N;\N;12
15700;635;346;66;9;8;6;6;6;1;68;\N;\N;\N;\N;\N;\N;12
15701;635;307;66;10;9;7;7;7;0;66;\N;\N;\N;\N;\N;\N;14
15702;635;298;63;30;21;8;8;8;0;65;\N;\N;\N;\N;\N;\N;15
15703;635;306;82;21;11;9;9;9;0;65;\N;\N;\N;\N;\N;\N;15
15704;635;289;34;24;16;10;10;10;0;65;\N;\N;\N;\N;\N;\N;15
15705;635;328;25;5;3;11;11;11;0;65;\N;\N;\N;\N;\N;\N;15
15706;635;304;1;26;14;12;12;12;0;63;\N;\N;\N;\N;\N;\N;17
15673;634;328;25;11;1;1;1;1;9;80;1:52:21.3;6741300;\N;\N;\N;\N;1
15674;634;238;200;17;6;2;2;2;6;80;+25.6;6766900;\N;\N;\N;\N;1
15675;634;235;6;4;2;3;3;3;4;80;+53.3;6794600;\N;\N;\N;\N;1
15676;634;304;1;9;6;4;4;4;3;80;+1:06.7;6808000;\N;\N;\N;\N;1
15677;634;224;180;1;17;5;5;5;2;79;\N;\N;\N;\N;\N;\N;11
15678;634;243;63;24;16;6;6;6;1;79;\N;\N;\N;\N;\N;\N;11
15679;634;341;63;22;10;7;7;7;0;79;\N;\N;\N;\N;\N;\N;11
15680;634;280;200;27;13;8;8;8;0;77;\N;\N;\N;\N;\N;\N;13
15681;634;345;66;15;5;9;9;9;0;76;\N;\N;\N;\N;\N;\N;14
15682;634;314;34;8;18;10;10;10;0;76;\N;\N;\N;\N;\N;\N;14
15652;633;328;25;11;4;1;1;1;9;75;1:49:03.4;6543400;\N;\N;\N;\N;1
15653;633;235;6;4;1;2;2;2;6;75;+3.4;6546800;\N;\N;\N;\N;1
15654;633;278;82;20;3;3;3;3;4;75;+58.1;6601500;\N;\N;\N;\N;1
15655;633;345;66;14;5;4;4;4;3;75;+1:17.9;6621300;\N;\N;\N;\N;1
15656;633;304;1;9;9;5;5;5;2;75;+1:27.0;6630400;\N;\N;\N;\N;1
15657;633;306;82;21;6;6;6;6;1;74;\N;\N;\N;\N;\N;\N;11
15658;633;327;25;12;12;7;7;7;0;74;\N;\N;\N;\N;\N;\N;11
15659;633;320;1;10;7;8;8;8;0;73;\N;\N;\N;\N;\N;\N;12
15660;633;314;34;8;21;9;9;9;0;72;\N;\N;\N;\N;\N;\N;13
15661;633;307;66;16;17;10;10;10;0;71;\N;\N;\N;\N;\N;\N;14
15662;633;341;63;24;22;11;11;11;0;67;\N;\N;\N;\N;\N;\N;18
15627;632;207;6;6;4;1;1;1;9;79;1:47:35.5;6455500;\N;\N;\N;\N;1
15628;632;328;25;9;1;2;2;2;6;79;+20.9;6476400;\N;\N;\N;\N;1
15629;632;223;6;5;3;3;3;3;4;79;+31.4;6486900;\N;\N;\N;\N;1
15630;632;317;180;3;14;4;4;4;3;79;+1:09.4;6524900;\N;\N;\N;\N;1
15631;632;278;82;19;2;5;5;5;2;78;\N;\N;\N;\N;\N;\N;11
15632;632;304;1;11;7;6;6;6;1;78;\N;\N;\N;\N;\N;\N;11
15633;632;312;63;28;17;7;7;7;0;78;\N;\N;\N;\N;\N;\N;11
15634;632;235;6;4;8;8;8;8;0;78;\N;\N;\N;\N;\N;\N;11
15635;632;289;34;14;19;9;9;9;0;77;\N;\N;\N;\N;\N;\N;12
15636;632;238;200;7;13;10;10;10;0;77;\N;\N;\N;\N;\N;\N;12
15637;632;280;200;22;18;11;11;11;0;77;\N;\N;\N;\N;\N;\N;12
15638;632;243;63;21;15;12;12;12;0;77;\N;\N;\N;\N;\N;\N;12
15639;632;333;199;8;22;13;13;13;0;75;\N;\N;\N;\N;\N;\N;14
15596;631;328;25;1;1;1;1;1;9;59;1:41:45.354;6105354;\N;\N;\N;\N;1
15597;631;327;25;2;4;2;2;2;6;59;+32.268;6137622;\N;\N;\N;\N;1
15598;631;304;1;19;3;3;3;3;4;59;+37.528;6142882;\N;\N;\N;\N;1
15599;631;238;37;4;26;4;4;4;3;59;+1:22.516;6187870;\N;\N;\N;\N;1
15600;631;235;6;7;12;5;5;5;2;59;+1:23.119;6188473;\N;\N;\N;\N;1
15601;631;207;6;9;10;6;6;6;1;58;\N;\N;\N;\N;\N;\N;11
15602;631;221;25;3;11;7;7;7;0;58;\N;\N;\N;\N;\N;\N;11
15603;631;223;6;8;6;8;8;8;0;58;\N;\N;\N;\N;\N;\N;11
15604;631;222;1;21;8;9;9;9;0;58;\N;\N;\N;\N;\N;\N;11
15605;631;317;32;12;16;10;10;10;0;57;\N;\N;\N;\N;\N;\N;12
15606;631;289;34;28;27;11;11;11;0;57;\N;\N;\N;\N;\N;\N;12
15607;631;344;63;34;22;12;12;12;0;57;\N;\N;\N;\N;\N;\N;12
15608;631;329;37;6;20;13;13;13;0;57;\N;\N;\N;\N;\N;\N;12
15609;631;280;37;26;21;14;14;14;0;57;\N;\N;\N;\N;\N;\N;12
15610;631;278;82;18;7;15;15;15;0;57;\N;\N;\N;\N;\N;\N;12
15611;631;342;37;33;20;16;16;16;0;57;\N;\N;\N;\N;\N;\N;12
15612;631;305;63;23;14;17;17;17;0;56;\N;\N;\N;\N;\N;\N;4
15613;631;309;1;20;2;18;18;18;0;54;\N;\N;\N;\N;\N;\N;10
15614;631;182;37;5;25;19;19;19;0;49;\N;\N;\N;\N;\N;\N;62
15572;630;328;25;1;5;1;1;1;9;80;1:43:17.1;6197100;\N;\N;\N;\N;1
15573;630;309;1;19;1;2;2;2;6;80;+48.2;6245300;\N;\N;\N;\N;1
15574;630;304;1;18;2;3;3;3;4;80;+54.6;6251700;\N;\N;\N;\N;1
15575;630;199;34;8;9;4;4;4;3;80;+1:00.7;6257800;\N;\N;\N;\N;1
15576;630;223;6;11;7;5;5;5;2;80;+1:07.0;6264100;\N;\N;\N;\N;1
15577;630;278;82;4;10;6;6;6;1;79;\N;\N;\N;\N;\N;\N;11
15578;630;314;63;22;13;7;7;7;0;79;\N;\N;\N;\N;\N;\N;11
15579;630;289;34;7;17;8;8;8;0;79;\N;\N;\N;\N;\N;\N;11
15580;630;250;37;29;18;9;9;9;0;78;\N;\N;\N;\N;\N;\N;60
15581;630;307;66;15;14;10;10;10;0;78;\N;\N;\N;\N;\N;\N;12
15582;630;224;32;5;4;11;11;11;0;78;\N;\N;\N;\N;\N;\N;12
15583;630;235;6;10;8;12;12;12;0;76;\N;\N;\N;\N;\N;\N;14
15584;630;280;37;28;21;13;13;13;0;73;\N;\N;\N;\N;\N;\N;17
15545;629;224;32;6;4;1;1;1;9;55;1:29:58.4;5398400;\N;\N;\N;\N;1
15546;629;305;63;10;9;2;2;2;6;55;+14.5;5412900;\N;\N;\N;\N;1
15547;629;304;1;14;5;3;3;3;4;55;+23.8;5422200;\N;\N;\N;\N;1
15548;629;309;1;15;8;4;4;4;3;55;+35.7;5434100;\N;\N;\N;\N;1
15549;629;289;34;28;13;5;5;5;2;55;+1:05.6;5464000;\N;\N;\N;\N;1
15550;629;320;66;23;12;6;6;6;1;55;+1:21.9;5480300;\N;\N;\N;\N;1
15551;629;207;6;3;7;7;7;7;0;54;\N;\N;\N;\N;\N;\N;11
15552;629;306;66;21;16;8;8;8;0;54;\N;\N;\N;\N;\N;\N;11
15553;629;238;37;19;24;9;9;9;0;54;\N;\N;\N;\N;\N;\N;11
15554;629;329;37;16;25;10;10;10;0;54;\N;\N;\N;\N;\N;\N;11
15555;629;307;66;22;17;11;11;11;0;52;\N;\N;\N;\N;\N;\N;13
15556;629;317;66;24;10;12;12;12;0;51;\N;\N;\N;\N;\N;\N;14
15557;629;182;37;18;20;13;13;13;0;50;\N;\N;\N;\N;\N;\N;15
15520;628;224;32;31;1;1;1;1;9;54;1:29:16.660;5356660;\N;\N;\N;\N;1
15521;628;304;1;12;7;2;2;2;6;54;+1.18;5357840;\N;\N;\N;\N;1
15522;628;309;1;14;4;3;3;3;4;54;+36.53;5393190;\N;\N;\N;\N;1
15523;628;305;63;25;12;4;4;4;3;54;+44.76;5401420;\N;\N;\N;\N;1
15524;628;278;82;10;6;5;5;5;2;54;+45.64;5402300;\N;\N;\N;\N;1
15525;628;307;66;9;10;6;6;6;1;54;+1:01.19;5417850;\N;\N;\N;\N;1
15526;628;328;25;1;3;7;7;7;0;54;+1:09.09;5425750;\N;\N;\N;\N;1
15527;628;306;66;7;21;8;8;8;0;54;+1:21.45;5438110;\N;\N;\N;\N;1
15528;628;327;25;2;20;9;9;9;0;53;\N;\N;\N;\N;\N;\N;11
15529;628;182;37;4;22;10;10;10;0;53;\N;\N;\N;\N;\N;\N;11
15530;628;314;63;24;8;11;11;11;0;52;\N;\N;\N;\N;\N;\N;12
15531;628;238;37;5;11;12;12;12;0;52;\N;\N;\N;\N;\N;\N;12
15532;628;320;66;6;16;13;13;13;0;51;\N;\N;\N;\N;\N;\N;13
15533;628;333;63;11;13;14;14;14;0;51;\N;\N;\N;\N;\N;\N;13
15493;627;235;6;4;1;1;1;1;9;14;1:42:12.3;6132300;\N;\N;\N;\N;1
15494;627;223;6;9;7;2;2;2;6;14;+48.3;6180600;\N;\N;\N;\N;1
15495;627;238;37;10;4;3;3;3;4;14;+1:06.7;6199000;\N;\N;\N;\N;1
15496;627;307;66;17;18;4;4;4;3;14;+2:20.2;6272500;\N;\N;\N;\N;1
15497;627;312;1;5;19;5;5;5;2;14;+2:35.7;6288000;\N;\N;\N;\N;1
15498;627;289;34;11;15;6;6;6;1;14;+2:59.6;6311900;\N;\N;\N;\N;1
15499;627;290;34;26;21;7;7;7;0;14;+3:00.1;6312400;\N;\N;\N;\N;1
15500;627;329;37;28;27;8;8;8;0;14;+5:10.7;6443000;\N;\N;\N;\N;1
15501;627;306;66;6;13;9;9;9;0;14;+5:20.2;6452500;\N;\N;\N;\N;1
15502;627;327;25;7;5;10;10;10;0;14;+5:43.7;6476000;\N;\N;\N;\N;1
15503;627;328;25;1;2;11;11;11;0;13;\N;\N;\N;\N;\N;\N;4
15504;627;232;6;19;22;12;12;12;0;13;\N;\N;\N;\N;\N;\N;11
15505;627;333;63;16;20;13;13;13;0;13;\N;\N;\N;\N;\N;\N;11
15506;627;314;63;15;12;14;14;14;0;13;\N;\N;\N;\N;\N;\N;11
15507;627;278;82;8;8;15;15;15;0;13;\N;\N;\N;\N;\N;\N;11
15467;626;224;32;8;2;1;1;1;9;76;1:47:50.2;6470200;\N;\N;\N;\N;1
15468;626;328;25;1;4;2;2;2;6;76;+4.1;6474300;\N;\N;\N;\N;1
15469;626;309;1;19;3;3;3;3;4;76;+1:12.5;6542700;\N;\N;\N;\N;1
15470;626;278;82;17;17;4;4;4;3;75;\N;\N;\N;\N;\N;\N;11
15471;626;304;1;18;11;5;5;5;2;75;\N;\N;\N;\N;\N;\N;11
15472;626;232;6;6;9;6;6;6;1;75;\N;\N;\N;\N;\N;\N;11
15473;626;238;37;3;8;7;7;7;0;74;\N;\N;\N;\N;\N;\N;20
15474;626;199;34;27;10;8;8;8;0;73;\N;\N;\N;\N;\N;\N;13
15475;626;182;37;4;19;9;9;9;0;73;\N;\N;\N;\N;\N;\N;13
15476;626;243;37;33;25;10;10;10;0;71;\N;\N;\N;\N;\N;\N;15
15477;626;306;66;11;6;11;11;11;0;70;\N;\N;\N;\N;\N;\N;16
15478;626;290;34;28;22;12;12;12;0;69;\N;\N;\N;\N;\N;\N;22
15479;626;329;37;31;23;13;13;13;0;69;\N;\N;\N;\N;\N;\N;17
15442;625;328;25;4;3;1;1;1;9;38;1:52:22.5;6742500;\N;\N;\N;\N;1
15443;625;224;32;1;8;2;2;2;6;38;+27.7;6770200;\N;\N;\N;\N;1
15444;625;278;82;9;1;3;3;3;4;38;+31.9;6774400;\N;\N;\N;\N;1
15445;625;327;25;7;7;4;4;4;3;38;+49.3;6791800;\N;\N;\N;\N;1
15446;625;238;37;12;9;5;5;5;2;38;+56.8;6799300;\N;\N;\N;\N;1
15447;625;305;63;26;10;6;6;6;1;38;+1:36.1;6838600;\N;\N;\N;\N;1
15448;625;304;1;2;2;7;7;7;0;38;+1:48.1;6850600;\N;\N;\N;\N;1
15449;625;290;34;19;14;8;8;8;0;38;+2:25.1;6887600;\N;\N;\N;\N;1
15450;625;312;1;11;13;9;9;9;0;38;+2:55.5;6918000;\N;\N;\N;\N;1
15451;625;289;34;18;20;10;10;10;0;38;+2:59.5;6922000;\N;\N;\N;\N;1
15452;625;235;6;3;4;11;11;11;0;37;\N;\N;\N;\N;\N;\N;11
15453;625;199;34;20;17;12;12;12;0;37;\N;\N;\N;\N;\N;\N;11
15454;625;330;6;30;19;13;13;13;0;37;\N;\N;\N;\N;\N;\N;11
15455;625;333;63;28;12;14;14;14;0;37;\N;\N;\N;\N;\N;\N;11
15456;625;306;66;5;24;15;15;15;0;37;\N;\N;\N;\N;\N;\N;11
15457;625;243;37;10;15;16;16;16;0;37;\N;\N;\N;\N;\N;\N;11
15458;625;314;63;27;5;17;17;17;0;36;\N;\N;\N;\N;\N;\N;12
15459;625;338;32;6;22;18;18;18;0;34;\N;\N;\N;\N;\N;\N;86
15460;625;329;37;15;23;19;19;19;0;33;\N;\N;\N;\N;\N;\N;60
15417;624;224;32;32;1;1;1;1;9;85;1:44:07.3;6247300;\N;\N;\N;\N;1
15418;624;327;25;8;5;2;2;2;6;85;+26.6;6273900;\N;\N;\N;\N;1
15419;624;304;1;9;3;3;3;3;4;85;+58.1;6305400;\N;\N;\N;\N;1
15420;624;305;63;34;8;4;4;4;3;85;+1:12.0;6319300;\N;\N;\N;\N;1
15421;624;250;37;16;11;5;5;5;2;84;\N;\N;\N;\N;\N;\N;11
15422;624;278;82;5;13;6;6;6;1;84;\N;\N;\N;\N;\N;\N;11
15423;624;309;1;10;7;7;7;7;0;83;\N;\N;\N;\N;\N;\N;12
15424;624;307;66;25;15;8;8;8;0;83;\N;\N;\N;\N;\N;\N;12
15425;624;238;37;11;14;9;9;9;0;83;\N;\N;\N;\N;\N;\N;12
15426;624;337;66;27;23;10;10;10;0;83;\N;\N;\N;\N;\N;\N;12
15427;624;243;37;6;20;11;11;11;0;83;\N;\N;\N;\N;\N;\N;12
15428;624;182;37;12;25;12;12;12;0;82;\N;\N;\N;\N;\N;\N;13
15429;624;199;34;19;9;13;13;13;0;81;\N;\N;\N;\N;\N;\N;14
15430;624;338;32;33;12;14;14;14;0;79;\N;\N;\N;\N;\N;\N;16
15392;623;306;66;17;4;1;1;1;9;80;2:26:55.3;8815300;\N;\N;\N;\N;1
15393;623;235;6;6;2;2;2;2;6;80;+38.2;8853500;\N;\N;\N;\N;1
15394;623;224;32;8;1;3;3;3;4;79;\N;\N;\N;\N;\N;\N;11
15395;623;328;25;1;8;4;4;4;3;78;\N;\N;\N;\N;\N;\N;12
15396;623;312;1;15;10;5;5;5;2;77;\N;\N;\N;\N;\N;\N;13
15397;623;278;82;16;6;6;6;6;1;77;\N;\N;\N;\N;\N;\N;13
15398;623;333;63;12;18;7;7;7;0;77;\N;\N;\N;\N;\N;\N;13
15399;623;337;66;26;17;8;8;8;0;77;\N;\N;\N;\N;\N;\N;13
15400;623;290;34;21;21;9;9;9;0;77;\N;\N;\N;\N;\N;\N;13
15401;623;243;37;27;25;10;10;10;0;77;\N;\N;\N;\N;\N;\N;13
15402;623;238;37;3;15;11;11;11;0;76;\N;\N;\N;\N;\N;\N;14
15403;623;289;34;20;20;12;12;12;0;76;\N;\N;\N;\N;\N;\N;14
15404;623;329;37;5;23;13;13;13;0;76;\N;\N;\N;\N;\N;\N;14
15405;623;338;32;9;14;14;14;14;0;75;\N;\N;\N;\N;\N;\N;15
15406;623;304;1;14;7;15;15;15;0;74;\N;\N;\N;\N;\N;\N;16
15407;623;182;37;4;22;16;16;16;0;74;\N;\N;\N;\N;\N;\N;16
15408;623;250;37;23;24;17;17;17;0;72;\N;\N;\N;\N;\N;\N;18
15366;622;224;32;5;3;1;1;1;9;90;2:03:41.2;7421200;\N;\N;\N;\N;1
15367;622;235;6;4;1;2;2;2;6;90;+18.92;7440120;\N;\N;\N;\N;1
15368;622;223;6;6;8;3;3;3;4;89;\N;\N;\N;\N;\N;\N;11
15369;622;333;63;26;13;4;4;4;3;89;\N;\N;\N;\N;\N;\N;11
15370;622;309;1;20;11;5;5;5;2;89;\N;\N;\N;\N;\N;\N;11
15371;622;250;37;29;16;6;6;6;1;89;\N;\N;\N;\N;\N;\N;11
15372;622;290;34;22;14;7;7;7;0;88;\N;\N;\N;\N;\N;\N;12
15373;622;314;63;12;18;8;8;8;0;88;\N;\N;\N;\N;\N;\N;12
15374;622;338;32;21;24;9;9;9;0;87;\N;\N;\N;\N;\N;\N;13
15375;622;289;34;18;23;10;10;10;0;86;\N;\N;\N;\N;\N;\N;14
15376;622;280;37;14;19;11;11;11;0;86;\N;\N;\N;\N;\N;\N;14
15340;621;304;1;12;5;1;1;1;9;79;1:45:49.1;6349100;\N;\N;\N;\N;1
15341;621;224;32;8;3;2;2;2;6;79;+14.1;6363200;\N;\N;\N;\N;1
15342;621;309;1;14;12;3;3;3;4;79;+25.8;6374900;\N;\N;\N;\N;1
15343;621;207;6;7;6;4;4;4;3;79;+38.5;6387600;\N;\N;\N;\N;1
15344;621;238;37;3;9;5;5;5;2;79;+49.0;6398100;\N;\N;\N;\N;1
15345;621;289;34;19;14;6;6;6;1;78;\N;\N;\N;\N;\N;\N;11
15346;621;182;37;4;21;7;7;7;0;78;\N;\N;\N;\N;\N;\N;11
15347;621;235;6;5;7;8;8;8;0;78;\N;\N;\N;\N;\N;\N;11
15348;621;327;25;2;8;9;9;9;0;78;\N;\N;\N;\N;\N;\N;11
15349;621;338;32;9;19;10;10;10;0;78;\N;\N;\N;\N;\N;\N;11
15350;621;280;37;21;22;11;11;11;0;78;\N;\N;\N;\N;\N;\N;11
15351;621;223;6;6;2;12;12;12;0;77;\N;\N;\N;\N;\N;\N;12
15352;621;243;37;25;25;13;13;13;0;77;\N;\N;\N;\N;\N;\N;12
15353;621;337;66;24;23;14;14;14;0;76;\N;\N;\N;\N;\N;\N;13
15354;621;278;82;15;13;15;15;15;0;76;\N;\N;\N;\N;\N;\N;13
15355;621;340;63;27;26;16;16;16;0;73;\N;\N;\N;\N;\N;\N;20
15356;621;250;37;22;24;17;17;17;0;73;\N;\N;\N;\N;\N;\N;16
15318;620;328;25;21;2;1;1;1;9;95;1:57:59.1;7079100;\N;\N;\N;\N;1
15319;620;304;1;17;4;2;2;2;6;95;+25.96;7105060;\N;\N;\N;\N;1
15320;620;235;6;8;8;3;3;3;4;95;+59.39;7138490;\N;\N;\N;\N;1
15321;620;223;6;9;6;4;4;4;3;95;+1:06.72;7145820;\N;\N;\N;\N;1
15322;620;314;63;19;11;5;5;5;2;95;+1:09.11;7148210;\N;\N;\N;\N;1
15323;620;238;37;14;10;6;6;6;1;94;\N;\N;\N;\N;\N;\N;11
15324;620;199;34;2;1;7;7;7;0;93;\N;\N;\N;\N;\N;\N;12
15325;620;280;37;23;15;8;8;8;0;93;\N;\N;\N;\N;\N;\N;12
15326;620;307;66;3;13;9;9;9;0;93;\N;\N;\N;\N;\N;\N;12
15327;620;337;66;7;19;10;10;10;0;93;\N;\N;\N;\N;\N;\N;12
15328;620;182;37;15;22;11;11;11;0;93;\N;\N;\N;\N;\N;\N;12
15290;619;238;32;2;1;1;1;1;9;59;1:41:15.779;6075779;\N;\N;\N;\N;1
15291;619;231;37;27;4;2;2;2;6;59;+0.668;6076447;\N;\N;\N;\N;1
15292;619;199;34;10;2;3;3;3;4;59;+22.930;6098709;\N;\N;\N;\N;1
15293;619;304;1;7;8;4;4;4;3;59;+50.226;6126005;\N;\N;\N;\N;1
15294;619;309;1;8;7;5;5;5;2;59;+1:20.367;6156146;\N;\N;\N;\N;1
15295;619;224;32;1;3;6;6;6;1;59;+1:47.945;6183724;\N;\N;\N;\N;1
15296;619;235;80;26;23;7;7;7;0;58;\N;\N;\N;\N;\N;\N;11
15297;619;223;66;19;15;8;8;8;0;58;\N;\N;\N;\N;\N;\N;11
15298;619;306;66;20;14;9;9;9;0;58;\N;\N;\N;\N;\N;\N;11
15299;619;329;37;15;26;10;10;10;0;58;\N;\N;\N;\N;\N;\N;11
15300;619;197;37;18;17;11;11;11;0;57;\N;\N;\N;\N;\N;\N;3
15301;619;307;80;25;19;12;12;12;0;57;\N;\N;\N;\N;\N;\N;12
15302;619;289;58;12;18;13;13;13;0;57;\N;\N;\N;\N;\N;\N;12
15303;619;332;58;16;20;14;14;14;0;57;\N;\N;\N;\N;\N;\N;12
